order_detail_key,source_row_id,order_key,order_id,order_date,ship_date,shipping_days,ship_mode,customer_id,customer_name,segment,country,state,city,postal_code,region,product_key,product_id,product_name,category,sub_category,sales,quantity,discount,profit
1788,1788,6,CA-2023-119508,2023-12-04,2023-12-09,5,"Standard Class",TZ-21580,"Tracy Zic",Consumer,Canada,"British Columbia",Vancouver,V6B,West,603,OFF-AR-10003723,"Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies",Art,16.900000,5,0.00,6.250000
2018,2018,7,CA-2023-123625,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,297,FUR-FU-10004093,"Hand-Finished Solid Wood Document Frame",Furniture,Furnishings,101.120000,8,0.00,37.414400
2020,2020,7,CA-2023-123625,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,297,FUR-FU-10004093,"Hand-Finished Solid Wood Document Frame",Furniture,Furnishings,68.460000,2,0.00,20.538000
2021,2021,7,CA-2023-123625,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,915,OFF-FA-10000089,"Acco Glide Clips","Office Supplies",Fasteners,68.460000,2,0.55,20.538000
2023,2023,7,CA-2023-123625,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,915,OFF-FA-10000089,"Acco Glide Clips","Office Supplies",Fasteners,19.600000,5,0.00,9.604000
1781,1781,8,CA-2023-123664,2023-12-02,2023-12-06,4,"Standard Class",NC-19470,"Neil Cohen","Home Office",Canada,"Nova Scotia",Halifax,B3H,East,192,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray Letter Black",Furniture,Furnishings,58.360000,5,0.60,-24.803000
1378,1378,9,CA-2023-125388,2023-10-19,2023-10-23,4,"Standard Class",MP-17965,"Michael Paige",Corporate,Canada,Quebec,Montreal,H1A,East,314,FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp Black",Furniture,Furnishings,117.576000,3,0.20,11.757600
1379,1379,9,CA-2023-125388,2023-10-19,2023-10-23,4,"Standard Class",MP-17965,"Michael Paige",Corporate,Canada,Quebec,Montreal,H1A,East,1344,OFF-ST-10000918,Crate-A-Files,"Office Supplies",Storage,56.560000,4,0.00,14.705600
1084,1084,10,CA-2023-126438,2023-09-10,2023-09-13,3,"First Class",AR-10345,"Alex Russell",Corporate,Canada,Quebec,Montreal,H1C,East,587,OFF-AR-10003338,"Eberhard Faber 3 1/2 Golf Pencils","Office Supplies",Art,14.880000,2,0.00,3.720000
1933,1933,11,CA-2023-126634,2023-12-20,2023-12-22,2,"Second Class",AB-10165,"Alan Barnes",Consumer,Canada,"British Columbia",Vancouver,V5K,West,326,FUR-FU-10004973,"Flat Face Poster Frame",Furniture,Furnishings,94.200000,5,0.00,39.560000
887,887,12,CA-2023-129322,2023-08-08,2023-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,473,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit","Office Supplies",Appliances,113.920000,2,0.00,33.040000
888,888,12,CA-2023-129322,2023-08-08,2023-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,633,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter Drive Gear & Gear Rack for 1606","Office Supplies",Art,39.660000,2,0.00,11.900000
889,889,12,CA-2023-129322,2023-08-08,2023-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,718,OFF-BI-10001718,"GBC DocuBind P50 Personal Binding Machine","Office Supplies",Binders,447.860000,7,0.00,210.490000
1294,1294,13,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Calgary,T1Y,West,69,FUR-CH-10001190,"Global Deluxe High-Back Office Chair in Storm",Furniture,Chairs,435.170000,4,0.20,-59.840000
1298,1298,13,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Calgary,T1Y,West,939,OFF-FA-10002780,Staples,"Office Supplies",Fasteners,14.900000,5,0.00,6.850000
1295,1295,14,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Edmonton,T5A,West,312,FUR-FU-10004666,"DAX Clear Channel Poster Frame",Furniture,Furnishings,72.900000,5,0.00,26.970000
1296,1296,14,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Edmonton,T5A,West,370,FUR-TA-10004086,"KI Adjustable-Height Table",Furniture,Tables,206.350000,3,0.20,5.160000
1297,1297,14,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Edmonton,T5A,West,469,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs 2/Pk","Office Supplies",Appliances,15.800000,4,0.00,4.110000
1299,1299,14,CA-2023-131807,2023-10-05,2023-10-10,5,"Standard Class",GG-14650,"Greg Guthrie",Corporate,Canada,Alberta,Edmonton,T5A,West,1732,TEC-PH-10000702,"Square Credit Card Reader 4 1/2 x 4 1/2 x 1 White",Technology,Phones,7.990000,1,0.20,2.700000
936,936,15,CA-2023-132339,2023-08-19,2023-08-23,4,"Standard Class",JB-15400,"Jennifer Braxton",Corporate,Canada,Quebec,Montreal,H1B,East,807,OFF-BI-10003925,"Fellowes PB300 Plastic Comb Binding Machine","Office Supplies",Binders,19.440000,3,0.00,9.330000
180,180,16,CA-2023-139675,2023-03-13,2023-03-18,5,"Second Class",NF-18595,"Nicole Fjeld","Home Office",Canada,Alberta,Calgary,T2C,West,121,FUR-CH-10004063,"Global Deluxe High-Back Manager's Chair",Furniture,Chairs,915.140000,4,0.20,102.950000
181,181,16,CA-2023-139675,2023-03-13,2023-03-18,5,"Second Class",NF-18595,"Nicole Fjeld","Home Office",Canada,Alberta,Calgary,T2C,West,210,FUR-FU-10001979,"Dana Halogen Swing-Arm Architect Lamp",Furniture,Furnishings,327.760000,8,0.00,NULL
2019,2019,17,CA-2023-141531,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,297,FUR-FU-10004093,"Hand-Finished Solid Wood Document Frame",Furniture,Furnishings,NULL,2,0.00,20.538000
2022,2022,17,CA-2023-141531,2023-12-29,2024-01-02,4,"Standard Class",BG-18435,"Bruce Galang",Consumer,Canada,Quebec,"Quebec City",G1B,East,915,OFF-FA-10000089,"Acco Glide Clips","Office Supplies",Fasteners,19.600000,5,0.00,9.604000
2037,2037,18,CA-2023-143500,2023-12-30,2024-01-03,4,"Standard Class",HO-15230,"Harry Olson",Consumer,Canada,"Prince Edward Island",Charlottetown,C0A,East,815,OFF-BI-10004040,"Wilson Jones Impact Binders","Office Supplies",Binders,NULL,3,0.20,-0.604800
2017,2017,19,CA-2023-146626,2023-12-29,2024-01-05,7,"Standard Class",JP-11135,"James Peterman",Corporate,Canada,"Newfoundland and Labrador","St. John's",A0A,East,229,FUR-FU-10002501,"Nu-Dell Executive Frame",Furniture,Furnishings,19.600000,5,0.00,9.604000
1870,1870,20,CA-2023-151799,2023-12-14,2023-12-18,4,"Standard Class",BF-11170,"Ben Ferrer","Home Office",Canada,Ontario,Toronto,M3C,East,364,FUR-TA-10003473,"Bretford Rectangular Conference Table Tops",Furniture,Tables,526.580000,2,0.30,-52.660000
1871,1871,20,CA-2023-151799,2023-12-14,2023-12-18,4,"Standard Class",BF-11170,"Ben Ferrer","Home Office",Canada,Ontario,Toronto,M3C,East,930,OFF-FA-10001332,"Acco Banker's Clasps 5 3/4-Long","Office Supplies",Fasteners,17.280000,6,0.00,8.120000
1872,1872,20,CA-2023-151799,2023-12-14,2023-12-18,4,"Standard Class",BF-11170,"Ben Ferrer","Home Office",Canada,Ontario,Toronto,M3C,East,1403,OFF-ST-10002790,"Safco Industrial Shelving","Office Supplies",Storage,73.850000,1,0.00,2.220000
1873,1873,20,CA-2023-151799,2023-12-14,2023-12-18,4,"Standard Class",BF-11170,"Ben Ferrer","Home Office",Canada,Ontario,Toronto,M3C,East,1457,OFF-SU-10001664,"Acme Office Executive Series Stainless Steel Trimmers","Office Supplies",Supplies,25.710000,3,0.00,6.680000
1874,1874,20,CA-2023-151799,2023-12-14,2023-12-18,4,"Standard Class",BF-11170,"Ben Ferrer","Home Office",Canada,Ontario,Toronto,M3C,East,1636,TEC-CO-10002313,"Canon PC1080F Personal Copier",Technology,Copiers,1199.980000,2,0.00,467.990000
515,515,21,CA-2023-152443,2023-05-21,2023-05-26,5,"Standard Class",FG-14260,"Frank Gastineau","Home Office",Canada,Quebec,Montreal,H1A,East,412,OFF-AP-10001293,"Belkin 8 Outlet Surge Protector","Office Supplies",Appliances,245.880000,6,0.00,68.846400
516,516,21,CA-2023-152443,2023-05-21,2023-05-26,5,"Standard Class",FG-14260,"Frank Gastineau","Home Office",Canada,Quebec,Montreal,H1A,East,686,OFF-BI-10001071,"GBC ProClick Punch Binding System","Office Supplies",Binders,447.860000,NULL,0.00,219.451400
517,517,21,CA-2023-152443,2023-05-21,2023-05-26,5,"Standard Class",FG-14260,"Frank Gastineau","Home Office",Canada,Quebec,Montreal,H1A,East,1219,OFF-PA-10003022,"Xerox 1992","Office Supplies",Paper,17.940000,3,0.00,8.790600
1699,1699,22,CA-2023-153623,2023-11-24,2023-12-05,11,"Standard Class",JP-11135,"James Peterman",Corporate,Canada,"Newfoundland and Labrador","St. John's",A0A,East,229,FUR-FU-10002501,"Nu-Dell Executive Frame",Furniture,Furnishings,99.120000,8,0.00,35.414400
1700,1700,22,CA-2023-153623,2023-11-24,2023-12-05,11,"Standard Class",JP-11135,"James Peterman",Corporate,Canada,"Newfoundland and Labrador","St. John's",A0A,East,229,FUR-FU-10002501,"Nu-Dell Executive Frame",Furniture,Furnishings,99.120000,8,0.55,35.414400
1176,1176,23,CA-2023-153738,2023-09-20,2023-09-22,2,NULL,AG-10270,"Alejandro Grove",Consumer,Canada,Ontario,Toronto,M2N,East,701,OFF-BI-10001308,"GBC Standard Plastic Binding Systems' Combs","Office Supplies",Binders,37.680000,6,0.00,16.960000
1214,1214,24,CA-2023-160325,2023-09-24,2023-09-24,0,"Same Day",BP-11095,"Bart Pistole",Corporate,Canada,Quebec,Montreal,H1C,East,1737,TEC-PH-10000984,"Panasonic KX-TG9471B",Technology,Phones,391.980000,2,0.00,109.750000
1215,1215,24,CA-2023-160325,2023-09-24,2023-09-24,0,"Same Day",BP-11095,"Bart Pistole",Corporate,Canada,Quebec,Montreal,H1C,East,1778,TEC-PH-10001944,"Wi-Ex zBoost YX540 Cellular Phone Signal Booster",Technology,Phones,437.850000,3,0.00,-2189.250000
450,450,25,CA-2023-166086,2023-05-07,2023-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,130,FUR-CH-10004675,"Lifetime Advantage Folding Chairs 4/Carton",Furniture,Chairs,872.320000,4,0.00,244.249600
451,451,25,CA-2023-166086,2023-05-07,2023-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,363,FUR-TA-10003469,"Balt Split Level Computer Training Table",Furniture,Tables,194.250000,2,0.30,-38.850000
452,452,25,CA-2023-166086,2023-05-07,2023-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,566,OFF-AR-10002578,"Newell 335","Office Supplies",Art,8.640000,3,0.00,NULL
453,453,25,CA-2023-166086,2023-05-07,2023-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,688,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 14 7/8 X 11","Office Supplies",Binders,16.140000,3,0.00,7.908600
502,502,26,CA-2023-166695,2023-05-20,2023-05-24,4,"Standard Class",CC-12430,"Chuck Clark","Home Office",Canada,"British Columbia",Vancouver,V6Z,West,53,FUR-CH-10000225,"Global Geo Office Task Chair Gray",Furniture,Chairs,518.270000,8,0.20,-97.180000
503,503,26,CA-2023-166695,2023-05-20,2023-05-24,4,"Standard Class",CC-12430,"Chuck Clark","Home Office",Canada,"British Columbia",Vancouver,V6Z,West,219,FUR-FU-10002191,"G.E. Halogen Desk Lamp Bulbs",Furniture,Furnishings,6.980000,1,0.00,3.350000
504,504,26,CA-2023-166695,2023-05-20,2023-05-24,4,"Standard Class",CC-12430,"Chuck Clark","Home Office",Canada,"British Columbia",Vancouver,V6Z,West,1681,TEC-MA-10003176,"Okidata B400 Printer",Technology,Machines,343.200000,1,0.20,38.610000
631,631,27,CA-2023-184712,2023-06-18,2023-06-20,2,"Second Class",NC-19470,"Neil Cohen","Home Office",Canada,"Nova Scotia",Halifax,B3H,East,1039,OFF-PA-10000167,"Xerox 1925","Office Supplies",Paper,74.352000,3,0.20,23.235000
3871,3871,28,CA-2024-112224,2024-12-02,2024-12-06,4,"Standard Class",NC-19470,"Neil Cohen","Home Office",Canada,"Nova Scotia",Halifax,B3H,East,192,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray Letter Black",Furniture,Furnishings,58.360000,5,0.60,-24.803000
2096,2096,29,CA-2024-115238,2024-01-21,2024-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,174,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories Clear",Furniture,Furnishings,24.300000,5,0.00,10.450000
2097,2097,29,CA-2024-115238,2024-01-21,2024-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,227,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7",Furniture,Furnishings,9.480000,1,0.00,3.790000
2098,2098,29,CA-2024-115238,2024-01-21,2024-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,246,FUR-FU-10002960,"Eldon 200 Class Desk Accessories Burgundy",Furniture,Furnishings,31.400000,5,0.00,13.190000
2099,2099,29,CA-2024-115238,2024-01-21,2024-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,1202,OFF-PA-10002689,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies",Paper,6.480000,1,0.55,3.110000
2100,2100,29,CA-2024-115238,2024-01-21,2024-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,1745,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5 4S 4",Technology,Phones,209.500000,10,0.00,58.660000
3902,3902,30,CA-2024-119508,2024-12-04,2024-12-09,5,"Standard Class",TZ-21580,"Tracy Zic",Consumer,Canada,"British Columbia",Vancouver,V6B,West,301,FUR-FU-10004270,"Eldon Image Series Desk Accessories Burgundy",Furniture,Furnishings,361.764000,2,0.10,68.333200
3903,3903,30,CA-2024-119508,2024-12-04,2024-12-09,5,"Standard Class",TZ-21580,"Tracy Zic",Consumer,Canada,"British Columbia",Vancouver,V6B,West,603,OFF-AR-10003723,"Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies",Art,39.960000,4,0.00,10.389600
2942,2942,31,CA-2024-129322,2024-08-08,2024-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,473,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum Collection System Accessory Kit","Office Supplies",Appliances,7.280000,2,0.20,2.730000
2943,2943,31,CA-2024-129322,2024-08-08,2024-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,633,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter Drive Gear & Gear Rack for 1606","Office Supplies",Art,6.608000,NULL,0.20,2.230200
2944,2944,31,CA-2024-129322,2024-08-08,2024-08-10,2,"Second Class",DB-13405,"Denny Blanton",Consumer,Canada,Ontario,Toronto,M5H,East,718,OFF-BI-10001718,"GBC DocuBind P50 Personal Binding Machine","Office Supplies",Binders,144.784000,1,0.20,10.858800
2510,2510,32,CA-2024-132548,2024-05-07,2024-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,130,FUR-CH-10004675,"Lifetime Advantage Folding Chairs 4/Carton",Furniture,Chairs,24.300000,5,0.00,10.450000
2511,2511,32,CA-2024-132548,2024-05-07,2024-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,363,FUR-TA-10003469,"Balt Split Level Computer Training Table",Furniture,Tables,19.600000,5,0.00,9.604000
2512,2512,32,CA-2024-132548,2024-05-07,2024-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,566,OFF-AR-10002578,"Newell 335","Office Supplies",Art,39.960000,5,0.60,-23.976000
2513,2513,32,CA-2024-132548,2024-05-07,2024-05-12,5,"Standard Class",CT-11995,"Carol Triggs",Consumer,Canada,Ontario,Toronto,M3C,East,688,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks Dark Blue 14 7/8 X 11","Office Supplies",Binders,31.400000,5,0.00,15.386000
2232,2232,33,CA-2024-139675,2024-03-13,2024-03-18,5,"Second Class",NF-18595,"Nicole Fjeld","Home Office",Canada,Alberta,Calgary,T2C,West,121,FUR-CH-10004063,"Global Deluxe High-Back Manager's Chair",Furniture,Chairs,915.136000,4,0.20,102.952800
2233,2233,33,CA-2024-139675,2024-03-13,2024-03-18,5,"Second Class",NF-18595,"Nicole Fjeld","Home Office",Canada,Alberta,Calgary,T2C,West,210,FUR-FU-10001979,"Dana Halogen Swing-Arm Architect Lamp",Furniture,Furnishings,327.760000,8,0.00,91.772800
3872,3872,34,CA-2024-145154,2024-12-02,2024-12-06,4,"Standard Class",MK-19560,"Michael Knudson",Corporate,Canada,"New Brunswick",Moncton,E1A,East,239,FUR-FU-10002759,"12-1/2 Diameter Round Wall Clock",Furniture,Furnishings,39.960000,5,0.60,-20.976000
2275,2275,35,CA-2024-150547,2024-03-21,2024-03-26,5,"Standard Class",FG-14260,"Frank Gastineau","Home Office",Canada,Quebec,Montreal,H1A,East,686,OFF-BI-10001071,"GBC ProClick Punch Binding System","Office Supplies",Binders,9.480000,1,0.00,3.790000
2093,2093,36,CA-2024-152681,2024-01-17,2024-01-22,5,"Standard Class",SC-20260,"Scott Cohen",Corporate,Canada,Quebec,Montreal,H1A,East,583,OFF-AR-10003183,"Avery Fluorescent Highlighter Four-Color Set","Office Supplies",Art,6.680000,2,0.00,2.004000
3135,3135,37,CA-2024-153071,2024-09-08,2024-09-12,4,"Standard Class",GZ-14545,"George Zrebassa",Corporate,Canada,Quebec,Montreal,H1A,East,1357,OFF-ST-10001321,"Decoflex Hanging Personal Folder File Blue","Office Supplies",Storage,6.680000,2,0.00,2.000000
3253,3253,38,CA-2024-153738,2024-09-20,2024-09-22,2,"First Class",AG-10270,"Alejandro Grove",Consumer,Canada,Ontario,Toronto,M2N,East,701,OFF-BI-10001308,"GBC Standard Plastic Binding Systems' Combs","Office Supplies",Binders,24.448000,2,0.20,8.862400
3873,3873,39,CA-2024-154124,2024-12-02,2024-12-06,4,"Standard Class",MK-19560,"Michael Knudson",Corporate,Canada,"New Brunswick",Moncton,E1A,East,510,OFF-AR-10000940,"Newell 343","Office Supplies",Art,16.464000,7,0.20,2.440600
3461,3461,40,CA-2024-154231,2024-10-19,2024-10-24,5,"Standard Class",EH-14125,"Eugene Hildebrand","Home Office",Canada,"British Columbia",Vancouver,V6G,West,1891,TEC-PH-10004922,"RCA Visys Integrated PBX 8-Line Router",Technology,Phones,2.210000,1,0.00,0.600000
4008,4008,41,CA-2024-155586,2024-12-12,2024-12-16,4,"Second Class",XP-21865,"Xylona Preis",Consumer,Canada,Alberta,Calgary,T2C,West,533,OFF-AR-10001547,"Newell 311","Office Supplies",Art,15.520000,4,0.00,7.449600
4009,4009,41,CA-2024-155586,2024-12-12,2024-12-16,4,"Second Class",XP-21865,"Xylona Preis",Consumer,Canada,Alberta,Calgary,T2C,West,894,OFF-EN-10003072,"Peel & Seel Envelopes","Office Supplies",Envelopes,36.440000,4,0.00,16.398000
4010,4010,41,CA-2024-155586,2024-12-12,2024-12-16,4,"Second Class",XP-21865,"Xylona Preis",Consumer,Canada,Alberta,Calgary,T2C,West,1086,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter 8 1/2 x 7","Office Supplies",Paper,22.368000,4,0.20,6.430800
4140,4140,42,CA-2024-158792,2024-12-26,2025-01-02,7,NULL,BD-11605,"Brian Dahlen",Consumer,Canada,Quebec,Montreal,H1A,East,940,OFF-FA-10002815,Staples,"Office Supplies",Fasteners,22.200000,5,0.00,10.434000
4631,4631,43,CA-2025-108735,2025-04-17,2025-04-21,4,"Standard Class",JM-15535,"Jessica Myrick",Consumer,Canada,"British Columbia",Vancouver,V6E,West,33,FUR-BO-10003441,"Bush Westfield Collection Bookcases Fully Assembled",Furniture,Bookcases,79.120000,5,0.20,13.846000
6492,6492,44,CA-2025-111254,2025-12-02,2025-12-06,4,"Standard Class",MK-19560,"Michael Knudson",Corporate,Canada,"New Brunswick",Moncton,E1A,East,510,OFF-AR-10000940,"Newell 343","Office Supplies",Art,16.464000,7,0.20,NULL
5180,5180,45,CA-2025-112109,2025-07-08,2025-07-12,4,"Standard Class",JE-15715,"Joe Elijah",Consumer,Canada,Manitoba,Winnipeg,R0H,Central,124,FUR-CH-10004287,"SAFCO Arco Folding Chair",Furniture,Chairs,47.616000,3,0.20,3.571200
5181,5181,45,CA-2025-112109,2025-07-08,2025-07-12,4,"Standard Class",JE-15715,"Joe Elijah",Consumer,Canada,Manitoba,Winnipeg,R0H,Central,713,OFF-BI-10001634,"Wilson Jones Active Use Binders","Office Supplies",Binders,52.416000,9,0.20,107.955000
5182,5182,45,CA-2025-112109,2025-07-08,2025-07-12,4,"Standard Class",JE-15715,"Joe Elijah",Consumer,Canada,Manitoba,Winnipeg,R0H,Central,737,OFF-BI-10002082,"GBC Twin Loop Wire Binding Elements","Office Supplies",Binders,107.984000,1,0.20,9.448600
5183,5183,45,CA-2025-112109,2025-07-08,2025-07-12,4,"Standard Class",JE-15715,"Joe Elijah",Consumer,Canada,Manitoba,Winnipeg,R0H,Central,1367,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box 13 1/8W x 12 1/4D x 10 1/2H","Office Supplies",Storage,19.296000,3,0.20,6.030000
4233,4233,46,CA-2025-115238,2025-01-21,2025-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,174,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories Clear",Furniture,Furnishings,24.300000,5,0.00,10.450000
4234,4234,46,CA-2025-115238,2025-01-21,2025-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,227,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame Desktop 5 x 7",Furniture,Furnishings,9.480000,1,0.00,3.790000
4235,4235,46,CA-2025-115238,2025-01-21,2025-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,246,FUR-FU-10002960,"Eldon 200 Class Desk Accessories Burgundy",Furniture,Furnishings,31.400000,5,0.00,13.190000
4236,4236,46,CA-2025-115238,2025-01-21,2025-01-24,3,"Standard Class",JW-15220,"Jane Waco",Corporate,Canada,Ontario,Toronto,M7A,East,1202,OFF-PA-10002689,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies",Paper,6.480000,1,0.00,3.110000
